Aadhar No,Full Name,Date Of Birth,Gender,Address,Fathers Name
9999992738,Nora Paige,01-Feb-08,M,N PARK DR / CORAZON WAY,
9999992739,Amy Cox,01-Feb-07,M,3555 AUBURN BLVD,
9999992740,Harold Dahlen,01-Aug-05,M,FRANKLIN BLVD / FRUITRIDGE RD,
9999992741,Bobby Trafton,19-Dec-05,F,FRANKLIN BLVD / 21ST AVE,
9999992742,Jay Fine,25-Oct-06,M,752 MELANIE WAY,
9999992743,Nora Paige,29-Jun-07,M,7927 DEERLEAF DR,
9999992744,Dan Campbell,01-Feb-07,M,4300 ASTORIA ST,
9999992745,Dan Campbell,11-Jun-08,M,FRANKLIN BLVD / 27TH AVE,
9999992746,George Zrebassa,01-Mar-08,F,52ND AVE / LUTHER DR,
9999992747,Rick Duston,24-Apr-08,M,2137 SURREY RD,
9999992748,Eleni McCrary,22-Apr-08,M,1615 DREHER ST,
9999992749,Frank Atkinson,01-Jun-07,M,2122 S ST,
9999992750,Astrea Jones,16-Oct-05,M,FRANKLIN BLVD / 26TH AVE,
9999992751,Giulietta Dortch,11-Jul-07,F,FRANKLIN BLVD / 25TH AVE,
9999992752,Cathy Hwang,01-Jun-08,M,5605 MACK RD,
9999992753,Damala Kotsonis,01-Jun-07,M,950 FLORIN RD,
9999992754,David Flashing,08-Jul-08,M,5408 FRANKLIN BLVD,
9999992755,Dianna Arnett,01-Jan-01,M,5601 47TH AVE,
9999992756,Fred McMath,30-Oct-07,F,5 SORBELL CT,
9999992757,Christy Brittain,20-May-08,M,1517 17TH ST,
9999992758,Tom Prescott,01-Jan-08,M,1600 VALLEJO WAY,
9999992759,Yana Sorensen,01-Jan-07,M,3282 BERETANIA WAY,
9999992760,Harold Dahlen,01-Feb-08,M,5317 L ST,
9999992761,Brad Thomas,01-Feb-07,F,4001 J ST,
9999992762,Cynthia Voltz,01-Aug-05,M,5210 FRANKLIN BLVD,
9999992763,Dean Percer,19-Dec-05,M,DUCKHORN DR / BONFAIR AVE,
9999992764,Ben Peterman,25-Oct-06,M,BIDWELL WAY / 17TH ST,
9999992765,Astrea Jones,29-Jun-07,M,5251 22ND AVE,
9999992766,Tracy Poddar,01-Feb-07,F,FRANKLIN BLVD / 24TH AVE,
9999992767,Michael Paige,11-Jun-08,M,5301 N ST,
9999992768,Barry Franz,01-Mar-08,M,2360 STOCKTON BLVD,
9999992769,Corey Roper,24-Apr-08,M,21ST AVE / FRANKLIN BLVD,
9999992770,Maureen Gastineau,22-Apr-08,M,5200 FRANKLIN BLVD,
9999992771,Muhammed Yedwab,01-Jun-07,F,2001 EDISON AVE,
9999992772,Alex Grayson,16-Oct-05,M,SAN CARLOS WAY / 8TH AVE,
9999992773,Muhammed Yedwab,11-Jul-07,M,2511 T ST,
9999992774,Damala Kotsonis,01-Jun-08,M,STOCKTON BLVD / BROADWAY,
9999992775,Astrea Jones,01-Jun-07,M,14TH AVE / FRANKLIN BLVD,
9999992776,Chris Cortes,08-Jul-08,F,FRANKLIN BLVD / FRUITRIDGE RD,
9999992777,Dan Campbell,01-Jan-01,M,26TH AVE / FRANKLIN BLVD,
9999992778,Rick Duston,30-Oct-07,M,BINGHAMTON DR / LARCHWOOD DR,
9999992779,Corey Roper,20-May-08,M,6917 CASA DEL SOL WAY,
9999992780,Amy Cox,01-Jan-08,M,21ST ST / BROADWAY,
9999992781,Sara Luxemburg,01-Jan-07,F,2184 SEAMIST DR,
9999992782,Christy Brittain,01-Feb-08,M,1040 FLORIN RD,
9999992783,Eric Murdock,01-Feb-07,M,HWY 99 / FLORIN RD,
9999992784,Paul Knutson,01-Aug-05,M,4016 MARTIN LUTHER KING JR BLVD,
9999992785,Cynthia Voltz,19-Dec-05,M,6879 14TH AVE,
9999992786,Janet Martin,25-Oct-06,F,S ST / ALHAMBRA BLVD,
9999992787,Nicole Brennan,29-Jun-07,M,4875 BROADWAY,
9999992788,Christy Brittain,01-Feb-07,M,3500 FLORIN RD,
9999992789,Christy Brittain,11-Jun-08,M,6715 GLORIA DR,
9999992790,Jennifer Patt,01-Mar-08,M,4660 PELL DR,
9999992791,Elpida Rittenbach,24-Apr-08,F,ROANOKE AVE / CYPRESS ST,
9999992792,David Wiener,22-Apr-08,M,8TH AVE / 44TH ST,
9999992793,David Wiener,01-Jun-07,M,3710 FRANKLIN BLVD,
9999992794,Elpida Rittenbach,16-Oct-05,M,5984 14TH AVE,
9999992795,Elpida Rittenbach,11-Jul-07,M,401 I ST,
9999992796,David Wiener,01-Jun-08,F,404 12TH ST,
9999992797,David Wiener,01-Jun-07,M,FRANKLIN BLVD / 24TH AVE,
9999992798,David Wiener,08-Jul-08,M,5550 FRANKLIN BLVD,
9999992799,Elpida Rittenbach,01-Jan-01,M,2 BINACA CT,
9999992800,Elpida Rittenbach,30-Oct-07,M,7433 53RD AVE,
9999992801,David Wiener,20-May-08,F,4300 ELVAS AVE,
9999992802,David Wiener,01-Jan-08,M,26TH AVE / 34TH ST,
9999992803,David Wiener,01-Jan-07,M,MUIR WAY / KEMBLE ST,
9999992804,Elpida Rittenbach,01-Feb-08,M,SUNBEAM AVE / N 12TH ST,
9999992805,Elpida Rittenbach,01-Feb-07,M,1401 ARDEN WAY,
9999992806,Peter McVee,01-Aug-05,F,26TH AVE / 34TH ST,
9999992807,Peter McVee,19-Dec-05,M,320 RIVER BEND CIR,
9999992808,Karen Carlisle,25-Oct-06,M,3000 C ST,
9999992809,Stefania Perrino,29-Jun-07,M,4135 14TH AVE,
9999992810,Jay Fine,01-Feb-07,M,23RD AVE / FRANKLIN BLVD,
9999992811,Paul Lucas,11-Jun-08,F,MARYSVILLE BLVD / SOUTH AVE,
9999992812,George Zrebassa,01-Mar-08,M,FRANKLIN BLVD / 29TH AVE,
9999992813,George Zrebassa,24-Apr-08,M,1711 G ST,
9999992814,Karl Brown,22-Apr-08,M,10 CEDRO CIR,
9999992815,Karl Brown,01-Jun-07,M,4100 INNOVATOR DR,
9999992816,Evan Henry,16-Oct-05,F,3500 FLORIN RD,
9999992817,Keith Herrera,11-Jul-07,M,23 NAUTILUS CT,
9999992818,Alyssa Tate,01-Jun-08,M,2250 68TH AVE,
9999992819,Michael Stewart,01-Jun-07,M,6562 WYNDHAM DR,
9999992820,Michael Stewart,08-Jul-08,M,FRANKLIN BLVD / DONNER WAY,
9999992821,Paul Lucas,01-Jan-01,F,2236 PIERRE AVE,
9999992822,Shirley Jackson,30-Oct-07,M,2936 SAGEMILL WAY,
9999992823,Barry Weirich,20-May-08,M,3116 2ND AVE,
9999992824,Natalie Webber,01-Jan-08,M,5770 FREEPORT BLVD,
9999992825,Damala Kotsonis,01-Jan-07,M,5501 REXLEIGH CT,
9999992826,Karen Carlisle,01-Feb-08,F,2730 FLORIN RD,
9999992827,Karen Carlisle,01-Feb-07,M,23RD AVE / FRANKLIN BLVD,
9999992828,Natalie Webber,01-Aug-05,M,23RD AVE / FRANKLIN BLVD,
9999992829,Katherine Murray,19-Dec-05,M,FRANKLIN BLVD / 26TH AVE,
9999992830,Hunter Lopez,25-Oct-06,M,VALLEY HI DR / MACK RD,
9999992831,Eric Barreto,29-Jun-07,F,2711 21ST AVE,
9999992832,Barry Franz,01-Feb-07,M,99 CAFARO CIR,
9999992833,Fred McMath,11-Jun-08,M,1689 ARDEN WAY,
9999992834,Berenike Kampe,01-Mar-08,M,2574 MILLCREEK DR,
9999992835,Dean Percer,24-Apr-08,M,1601 ARDEN WAY,
9999992836,Muhammed Lee,22-Apr-08,F,2261 DEL PASO RD,
9999992837,Muhammed Lee,01-Jun-07,M,2200 P ST,
9999992838,Noel Staavos,16-Oct-05,M,7952 GRANDSTAFF DR,
9999992839,Bobby Trafton,11-Jul-07,M,1010 8TH ST,
9999992840,Rick Duston,01-Jun-08,M,921 K ST,
9999992841,Karl Brown,01-Jun-07,F,6441 ROMACK CIR,
9999992842,Karl Brown,08-Jul-08,M,25TH ST / K ST,
9999992843,Karl Brown,01-Jan-01,M,4221 NORWOOD AVE,
9999992844,Erica Hernandez,30-Oct-07,M,3900 MARTIN LUTHER KING JR BLVD,
9999992845,Tony Molinari,20-May-08,M,FRANKLIN BLVD / 21ST AVE,
9999992846,Elizabeth Moffitt,01-Jan-08,F,7 GLENVILLE CIR,
9999992847,Harold Dahlen,01-Jan-07,M,1511 WATERWHEEL DR,
9999992848,David Flashing,01-Feb-08,M,NORWOOD BYP / GROVE AVE,
9999992849,David Flashing,01-Feb-07,M,17TH ST / D ST,
9999992850,Berenike Kampe,01-Aug-05,M,14TH AVE / 60TH ST,
9999992851,Noel Staavos,19-Dec-05,F,PHOENIX PARK DR / RESTORATION CT,
9999992852,Deanra Eno,25-Oct-06,M,2425 52ND AVE,
9999992853,Fred McMath,29-Jun-07,M,6171 CUSHING WAY,
9999992854,Fred McMath,01-Feb-07,M,19 HOOPA CT,
9999992855,Fred McMath,11-Jun-08,M,6201 ELVAS AVE,
9999992856,Chuck Sachs,01-Mar-08,F,211 30TH ST,
9999992857,Chris Cortes,24-Apr-08,M,6366 MACK RD,
9999992858,Raymond Fair,22-Apr-08,M,6300 MACK RD,
9999992859,Chuck Sachs,01-Jun-07,M,DEL PASO BLVD / ARDEN WAY,
9999992860,Bobby Trafton,16-Oct-05,M,2711 50TH AVE,
9999992861,Mark Packer,11-Jul-07,F,1715 16TH ST,
9999992862,Eric Barreto,01-Jun-08,M,3402 ZALEMA WAY,
9999992863,Noel Staavos,01-Jun-07,M,6201 ELVAS AVE,
9999992864,Jay Fine,08-Jul-08,M,17TH ST / S ST,
9999992865,Ann Blume,01-Jan-01,M,7951 TANTURA WAY,
9999992866,Alan Shonely,30-Oct-07,F,1025 ALHAMBRA BLVD,
9999992867,Nora Paige,20-May-08,M,24TH ST / 47TH AVE,
9999992868,Nora Paige,01-Jan-08,M,4661 JOAQUIN WAY,
9999992869,Frank Atkinson,01-Jan-07,M,1630 S ST,
9999992870,Katrina Willman,01-Feb-08,M,17TH ST / S ST,
9999992871,Katrina Willman,01-Feb-07,F,8841 GARDEN GLEN WAY,
9999992872,Stefania Perrino,01-Aug-05,M,6911 LEMON HILL AVE,
9999992873,George Zrebassa,19-Dec-05,M,1015 V ST,
9999992874,Hunter Lopez,25-Oct-06,M,5TH ST / I ST,
9999992875,Ann Blume,29-Jun-07,M,HOGAN DR / 24TH ST,
9999992876,Janet Martin,01-Feb-07,F,ELDER CREEK RD / 75TH ST,
9999992877,Noel Staavos,11-Jun-08,M,2250 CORMORANT WAY,
9999992878,Alyssa Tate,01-Mar-08,M,7067 MAITA CIR,
9999992879,Karl Brown,24-Apr-08,M,18TH ST / K ST,
9999992880,Anthony Garverick,22-Apr-08,M,FOREST PKWY / FRANKLIN BLVD,
9999992881,Aaron Hawkins,01-Jun-07,F,100 BICENTENNIAL CIR,
9999992882,Mark Packer,16-Oct-05,M,1101 21ST ST,
9999992883,Giulietta Dortch,11-Jul-07,M,7720 FRUITRIDGE RD,
9999992884,Carlos Meador,01-Jun-08,M,665 41ST ST,
9999992885,Damala Kotsonis,01-Jun-07,M,3100 BROADWAY,
9999992886,Dave Poirier,08-Jul-08,F,2840 14TH AVE,
9999992887,Christy Brittain,01-Jan-01,M,6 INCA CT,
9999992888,Troy Staebel,30-Oct-07,M,4552 DEL RIO RD,
9999992889,Troy Staebel,20-May-08,M,3201 AZEVEDO DR,
9999992890,Bradley Drucker,01-Jan-08,M,4874 BANDALIN WAY,
9999992891,Bradley Drucker,01-Jan-07,F,291 MENARD CIR,
9999992892,Bradley Drucker,01-Feb-08,M,35TH AVE / FREEPORT BLVD,
9999992893,Mark Haberlin,01-Feb-07,M,2890 GROVE AVE,
9999992894,Mark Haberlin,01-Aug-05,M,BOWLES ST / OAKMONT ST,
9999992895,Anthony Garverick,19-Dec-05,M,ARENA BLVD / E COMMERCE WAY,
9999992896,Brad Thomas,25-Oct-06,F,FRANKLIN BLVD / MACK RD,
9999992897,Barry Franz,29-Jun-07,M,2200 DEL PASO BLVD,
9999992898,Brad Thomas,01-Feb-07,M,151 SEAVEY CIR,
9999992899,Mark Packer,11-Jun-08,M,1031 K ST,
9999992900,Eleni McCrary,01-Mar-08,M,VALLEY HI DR / BAMFORD DR,
9999992901,Eleni McCrary,24-Apr-08,F,240 CAPPUCINO WAY,
9999992902,Ann Blume,22-Apr-08,M,RICK HEINRICH CIR / HONOR PKWY,
9999992903,Brendan Murry,01-Jun-07,M,1519 U ST,
9999992904,Chuck Sachs,16-Oct-05,M,FRANKLIN BLVD / SUTTERVILLE RD,
9999992905,Troy Staebel,11-Jul-07,M,2210 LEJANO WAY,
9999992906,Troy Staebel,01-Jun-08,F,5540 BAMFORD DR,
9999992907,Paul Knutson,01-Jun-07,M,BROADWAY / 28TH ST,
9999992908,Emily Burns,08-Jul-08,M,3565 9TH AVE,
9999992909,Troy Staebel,01-Jan-01,M,1688 VALLARTA CIR,
9999992910,Chris Cortes,30-Oct-07,M,CENTER PKWY / MACK RD,
9999992911,Stefania Perrino,20-May-08,F,3231 DEL MAR WAY,
9999992912,Maureen Gastineau,01-Jan-08,M,1531 BREWERTON DR,
9999992913,Alex Grayson,01-Jan-07,M,3138 1ST AVE,
9999992914,Alex Grayson,01-Feb-08,M,468 PIMENTEL WAY,
9999992915,Alex Grayson,01-Feb-07,M,2740 CONNIE DR,
9999992916,Damala Kotsonis,01-Aug-05,F,8101 COSUMNES RIVER BLVD,
9999992917,Carlos Meador,19-Dec-05,M,1112 C ST,
9999992918,Frank Atkinson,25-Oct-06,M,825 35TH ST,
9999992919,Deanra Eno,29-Jun-07,M,1941 DELAFIELD WAY,
9999992920,Michael Oakman,01-Feb-07,M,7538 TAMOSHANTER WAY,
9999992921,Chuck Sachs,11-Jun-08,F,1100 17TH ST,
9999992922,Deborah Brumfield,01-Mar-08,M,1017 10TH ST,
9999992923,Dianna Arnett,24-Apr-08,M,3141 LEMITAR WAY,
9999992924,Alex Grayson,22-Apr-08,M,1940 65TH ST,
9999992925,Amy Cox,01-Jun-07,M,3728 DIDCOT CIR,
9999992926,Erica Hernandez,16-Oct-05,F,2136 68TH AVE,
9999992927,Sara Luxemburg,11-Jul-07,M,2612 2ND AVE,
9999992928,David Flashing,01-Jun-08,M,1615 CORMORANT WAY,
9999992929,Deanra Eno,01-Jun-07,M,65TH ST / 11TH AVE,
9999992930,Robert Barroso,08-Jul-08,M,STAR THISTLE WAY / SHORTWAY DR,
9999992931,Robert Barroso,01-Jan-01,F,JIBBOOM ST / RICHARDS BLVD,
9999992932,Darrin Sayre,30-Oct-07,M,STOCKTON BLVD / MACK RD,
9999992933,Sara Luxemburg,20-May-08,M,2917 23RD ST,
9999992934,Sara Luxemburg,01-Jan-08,M,33RD ST / 1ST AVE,
9999992935,Deborah Brumfield,01-Jan-07,M,H ST / 13TH ST,
9999992936,Eleni McCrary,01-Feb-08,F,4319 13TH AVE,
9999992937,Eleni McCrary,01-Feb-07,M,3728 DIDCOT CIR,
9999992938,Alyssa Tate,01-Aug-05,M,L ST / 15TH ST,
9999992939,Michael Kennedy,19-Dec-05,M,675 53RD ST,
9999992940,Marc Crier,25-Oct-06,M,8566 HERMITAGE WAY,
9999992941,Bobby Elias,29-Jun-07,F,HAWTHORNE ST / LAMPASAS AVE,
9999992942,Christy Brittain,01-Feb-07,M,EL MONTE AVE / FERNLEY AVE,
9999992943,Joni Wasserman,11-Jun-08,M,6TH ST / H ST,
9999992944,Karen Ferguson,01-Mar-08,M,6698 MACK RD,
9999992945,Mark Haberlin,24-Apr-08,M,FLORIN RD / 25TH ST,
9999992946,Nicole Brennan,22-Apr-08,F,1571 12TH AVE,
9999992947,Sara Luxemburg,01-Jun-07,M,400 22ND ST,
9999992948,Giulietta Dortch,16-Oct-05,M,6720 RANCHO PICO WAY,
9999992949,Bradley Talbott,11-Jul-07,M,430 16TH ST,
9999992950,Bradley Talbott,01-Jun-08,M,3637 DRY CREEK RD,
9999992951,Brian Stugart,01-Jun-07,F,2645 21ST AVE,
9999992952,Deborah Brumfield,08-Jul-08,M,55 HIDDEN LAKE CIR,
9999992953,Deborah Brumfield,01-Jan-01,M,20 HOOPA CT,
9999992954,Maureen Gastineau,30-Oct-07,M,2010 K ST,
9999992955,Julia Barnett,20-May-08,M,2251 IRVIN WAY,
9999992956,Emily Phan,01-Jan-08,F,216 MAJORCA CIR,
9999992957,Liz Willingham,01-Jan-07,M,1781 HERITAGE LN,
9999992958,Liz Willingham,01-Feb-08,M,236 JIBBOOM ST,
9999992959,Craig Yedwab,01-Feb-07,M,2520 PHYLLIS AVE,
9999992960,Noel Staavos,01-Aug-05,M,7688 20TH AVE,
9999992961,Andy Reiter,19-Dec-05,F,2250 68TH AVE,
9999992962,Ben Peterman,25-Oct-06,M,5620 SORENTO RD,
9999992963,Alex Grayson,29-Jun-07,M,5620 SORENTO RD,
9999992964,George Zrebassa,01-Feb-07,M,AMHERST ST / 64TH AVE,
9999992965,Denise Leinenbach,11-Jun-08,M,1650 RESPONSE RD,
9999992966,Muhammed Lee,01-Mar-08,F,4451 GATEWAY PARK BLVD,
9999992967,Bill Tyler,24-Apr-08,M,521 INDIANA AVE,
9999992968,Carlos Meador,22-Apr-08,M,2630 TAFT ST,
9999992969,Liz Willingham,01-Jun-07,M,6879 14TH AVE,
9999992970,Evan Henry,16-Oct-05,M,SEAMAS AVE / RIVERSIDE BLVD,
9999992971,Denise Leinenbach,11-Jul-07,F,2395 GIBSON ST,
9999992972,Denise Leinenbach,01-Jun-08,M,1590 W EL CAMINO AVE,
9999992973,Denise Leinenbach,01-Jun-07,M,J ST / 7TH ST,
9999992974,Alan Shonely,08-Jul-08,M,1 DEERTREE CT,
9999992975,Damala Kotsonis,01-Jan-01,M,24TH ST / FLORIN RD,
9999992976,Debra Catini,30-Oct-07,F,18 BETHANY CT,
9999992977,Raymond Fair,20-May-08,M,3301 LONG BRANCH CT,
9999992978,Ann Blume,01-Jan-08,M,2395 GIBSON ST,
9999992979,Becky Martin,01-Jan-07,M,32ND ST / 19TH AVE,
9999992980,Eric Barreto,01-Feb-08,M,3555 AUBURN BLVD,
9999992981,Barry Franz,01-Feb-07,F,2120 10TH ST,
9999992982,Astrea Jones,01-Aug-05,M,6701 CASA DEL ESTE WAY,
9999992983,Peter McVee,19-Dec-05,M,777 ALAMOS AVE,
9999992984,Chuck Sachs,25-Oct-06,M,CARMELITA AVE / RIO LINDA BLVD,
9999992985,Corey Catlett,29-Jun-07,M,5770 FREEPORT BLVD,
9999992986,Dave Poirier,01-Feb-07,F,8174 ELDER CREEK RD,
9999992987,Bobby Trafton,11-Jun-08,M,6715 GLORIA DR,
9999992988,Benjamin Venier,01-Mar-08,M,NORWOOD AVE / CARROLL AVE,
9999992989,Tony Molinari,24-Apr-08,M,35TH ST / 3RD AVE,
9999992990,Benjamin Venier,22-Apr-08,M,2010 BONAVISTA WAY,
9999992991,Nora Paige,01-Jun-07,F,6252 PANTANO DR,
9999992992,Nora Paige,16-Oct-05,M,8476 W STOCKTON BLVD,
9999992993,Robert Barroso,11-Jul-07,M,2471 AMERICAN RIVER DR,
9999992994,Robert Barroso,01-Jun-08,M,505 10TH ST,
9999992995,Alex Grayson,01-Jun-07,M,9TH ST / K ST,
9999992996,Berenike Kampe,08-Jul-08,F,2591 EDGEWATER RD,
9999992997,Michael Kennedy,01-Jan-01,M,1723 BOWLING GREEN DR,
9999992998,Michael Kennedy,30-Oct-07,M,2081 EXPEDITION WAY,
9999992999,Tracy Poddar,20-May-08,M,6715 GLORIA DR,
9999993000,Astrea Jones,01-Jan-08,M,200 Q ST,
9999993001,Astrea Jones,01-Jan-07,F,151 DEL VERDE CIR,
9999993002,Fred McMath,01-Feb-08,M,2700 STONECREEK DR,
9999993003,Chuck Sachs,01-Feb-07,M,13TH ST / LARKIN WAY,
9999993004,Chuck Sachs,01-Aug-05,M,9TH AVE / MARTIN LUTHER KING JR BLVD,
9999993005,Chuck Sachs,19-Dec-05,M,2500 NEW MARKET DR,
9999993006,Eric Barreto,25-Oct-06,F,7572 19TH ST,
9999993007,Bobby Trafton,29-Jun-07,M,2056 16TH AVE,
9999993008,Bill Tyler,01-Feb-07,M,480 REDWOOD AVE,
9999993009,Bill Shonely,11-Jun-08,M,808 WARNER ST,
9999993010,Craig Yedwab,01-Mar-08,M,50TH ST / BROADWAY,
9999993011,Bradley Talbott,24-Apr-08,F,4946 48TH ST,
9999993012,Jay Fine,22-Apr-08,M,859 ELEANOR AVE,
9999993013,Pierre Wener,01-Jun-07,M,FRANKLIN BLVD / FLORIN RD,
9999993014,Dan Campbell,16-Oct-05,M,2615 TRUXEL RD,
9999993015,Fred McMath,11-Jul-07,M,1119 T ST,
9999993016,Craig Yedwab,01-Jun-08,F,5600 FOLSOM BLVD,
9999993017,Tony Molinari,01-Jun-07,M,3301 FONG RANCH RD,
9999993018,Dave Poirier,08-Jul-08,M,415 12TH ST,
9999993019,Noel Staavos,01-Jan-01,M,879 FLORIN RD,
9999993020,Frank Atkinson,30-Oct-07,M,5989 SAWYER CIR,
9999993021,Bill Shonely,20-May-08,F,1238 MONTE VISTA WAY,
9999993022,Janet Martin,01-Jan-08,M,101 FOUNTAIN OAKS CIR,
9999993023,Bobby Trafton,01-Jan-07,M,8649 KIEFER BLVD,
9999993024,Katrina Willman,01-Feb-08,M,3706 FAR NIENTE WAY,
9999993025,Michael Paige,01-Feb-07,M,8020 LEVERING WAY,
9999993026,Giulietta Dortch,01-Aug-05,F,RIO LINDA BLVD / SOUTH AVE,
9999993027,Cathy Hwang,19-Dec-05,M,22ND ST / C ST,
9999993028,Bill Shonely,25-Oct-06,M,2250 68TH AVE,
9999993029,Carlos Meador,29-Jun-07,M,1318 60TH ST,
9999993030,Dianna Arnett,01-Feb-07,M,8391 FOLSOM BLVD,
9999993031,George Zrebassa,11-Jun-08,F,3721 TRUXEL RD,
9999993032,Mark Haberlin,01-Mar-08,M,SAN FERNANDO WAY / 2ND AVE,
9999993033,Christy Brittain,24-Apr-08,M,3521 PIKE AVE,
9999993034,Michael Paige,22-Apr-08,M,3141 NORTHSTEAD DR,
9999993035,Katherine Murray,01-Jun-07,M,410 EL CAMINO AVE,
9999993036,Ben Peterman,16-Oct-05,F,4100 NORTHGATE BLVD,
9999993037,Dean Percer,11-Jul-07,M,FRANKLIN BLVD / 21ST AVE,
9999993038,Sylvia Foulston,01-Jun-08,M,6200 FREEPORT BLVD,
9999993039,Noel Staavos,01-Jun-07,M,7528 RIO MONDEGO DR,
9999993040,Brendan Murry,08-Jul-08,M,7528 FRANKLIN BLVD,
9999993041,Brendan Murry,01-Jan-01,F,2716 Q ST,
9999993042,Pierre Wener,30-Oct-07,M,5399 47TH AVE,
9999993043,Brad Thomas,20-May-08,M,7TH ST / K ST,
9999993044,Hunter Lopez,01-Jan-08,M,3800 ROBINRIDGE WAY,
9999993045,Dan Campbell,01-Jan-07,M,7466 COSGROVE WAY,
9999993046,Chuck Sachs,01-Feb-08,F,ELDER CREEK RD / POWER INN RD,
9999993047,Chris Cortes,01-Feb-07,M,4316 8TH AVE,
9999993048,Mark Packer,01-Aug-05,M,500 K ST,
9999993049,Julie Kriz,19-Dec-05,M,3773 NORTHGATE BLVD,
9999993050,Fred McMath,25-Oct-06,M,2750 CASTRO WAY,
9999993051,Debra Catini,29-Jun-07,F,3210 40TH ST,
9999993052,Sylvia Foulston,01-Feb-07,M,3465 FLORIN RD,
9999993053,Chuck Sachs,11-Jun-08,M,3300 NORTHGATE BLVD,
9999993054,Ann Blume,01-Mar-08,M,1218 MCCARTHY CT,
9999993055,Muhammed Yedwab,24-Apr-08,M,BROADWAY / STOCKTON BLVD,
9999993056,Damala Kotsonis,22-Apr-08,F,35TH ST / 3RD AVE,
9999993057,Jennifer Patt,01-Jun-07,M,5014 SAN FRANCISCO BLVD,
9999993058,Dan Campbell,16-Oct-05,M,555 SEQUOIA PACIFIC BLVD,
9999993059,Michael Oakman,11-Jul-07,M,2750 SUTTERVILLE RD,
9999993060,Michael Oakman,01-Jun-08,M,2126 PORTOLA WAY,
9999993061,Keith Herrera,01-Jun-07,F,105 WATERGLEN CIR,
9999993062,Janet Martin,08-Jul-08,M,5961 OUTFALL CIR,
9999993063,David Kendrick,01-Jan-01,M,913 K ST,
9999993064,Rick Duston,30-Oct-07,M,HERITAGE LN / EXPOSITION BLVD,
9999993065,Becky Martin,20-May-08,M,6300 EHRHARDT AVE,
9999993066,Doug Jacobs,01-Jan-08,F,5303 FRANKLIN BLVD,
9999993067,Emily Burns,01-Jan-07,M,908 21ST ST,
9999993068,Deanra Eno,01-Feb-08,M,3860 FLORIN RD,
9999993069,Robert Barroso,01-Feb-07,M,3441 COLCHESTER AVE,
9999993070,Darrin Sayre,01-Aug-05,M,5241 WHITTIER DR,
9999993071,Bradley Talbott,19-Dec-05,F,3600 POWER INN RD,
9999993072,Luke Foster,25-Oct-06,M,4650 NATOMAS BLVD,
9999993073,Brian Stugart,29-Jun-07,M,39TH ST / BROADWAY,
9999993074,Carlos Meador,01-Feb-07,M,1729 DIGGS PARK DR,
9999993075,Sara Luxemburg,11-Jun-08,M,4701 58TH ST,
9999993076,Alex Grayson,01-Mar-08,F,AMHERST ST / CARELLA DR,
9999993077,Joni Wasserman,24-Apr-08,M,4269 14TH AVE,
9999993078,Paul Knutson,22-Apr-08,M,BROADWAY / STOCKTON BLVD,
9999993079,Sara Luxemburg,01-Jun-07,M,398 FLORIN RD,
9999993080,Christy Brittain,16-Oct-05,M,25TH ST / FLORIN RD,
9999993081,Dianna Wilson,11-Jul-07,F,6250 40TH AVE,
9999993082,David Smith,01-Jun-08,M,2555 VENTURE OAKS WAY,
9999993083,Deborah Brumfield,01-Jun-07,M,LEMON HILL AVE / STOCKTON BLVD,
9999993084,Michelle Tran,08-Jul-08,M,NORTHGATE BLVD / W EL CAMINO AVE,
9999993085,Michelle Tran,01-Jan-01,M,DEL PASO BLVD / MARYSVILLE BLVD,
9999993086,Dave Hallsten,30-Oct-07,F,410 EL CAMINO AVE,
9999993087,Dave Hallsten,20-May-08,M,34TH ST / 21ST AVE,
9999993088,Sanjit Jacobs,01-Jan-08,M,4710 NATOMAS BLVD,
9999993089,Sanjit Jacobs,01-Jan-07,M,3601 TRUXEL RD,
9999993090,Sanjit Jacobs,01-Feb-08,M,7949 CARLTON RD,
9999993091,Barry Gonzalez,01-Feb-07,F,8784 LAGUNA STAR DR,
9999993092,Vivian Mathis,01-Aug-05,M,1029 J ST,
9999993093,Vivian Mathis,19-Dec-05,M,5100 STOCKTON BLVD,
9999993094,Vivian Mathis,25-Oct-06,M,65TH ST / 4TH AVE,
9999993095,Vivian Mathis,29-Jun-07,M,3661 TRUXEL RD,
9999993096,Carol Adams,01-Feb-07,F,FLORIN RD / LUTHER DR,
9999993097,Sanjit Jacobs,11-Jun-08,M,3437 ALTOS AVE,
9999993098,Sanjit Jacobs,01-Mar-08,M,1830 DEL PASO BLVD,
9999993099,Vivek Gonzalez,24-Apr-08,M,7298 FRANKLIN BLVD,
9999993100,Bradley Nguyen,22-Apr-08,M,59 FALLON LN,
9999993101,Matt Collister,01-Jun-07,F,BROADWAY / 35TH ST,
9999993102,Vivian Mathis,16-Oct-05,M,1107 23RD ST,
9999993103,Michelle Tran,11-Jul-07,M,14TH AVE / 39TH ST,
9999993104,Pete Takahito,01-Jun-08,M,15 CARTHAGE CT,
9999993105,Michelle Tran,01-Jun-07,M,15 CARTHAGE CT,
9999993106,Michelle Tran,08-Jul-08,F,2025 28TH ST,
9999993107,Matt Collister,01-Jan-01,M,2460 SEAMIST DR,
9999993108,Ralph Arnett,30-Oct-07,M,3264 RAMONA AVE,
9999993109,Ralph Arnett,20-May-08,M,T ST / 4TH ST,
9999993110,Dave Hallsten,01-Jan-08,M,801 36TH ST,
